,tweet_text,emotion,target,norm_tweet
7356,"Ain't no party like a Google party, cause a Google party got tacos n ice cream #SXSW",Positive emotion,0,aint party google party cause google party get tacos n ice cream
7358,"Vinh: Flipboard is a step forward for iPad mags, those that get it right will go down this path - not the Wired path #sxsw",Positive emotion,0,vinh flipboard step forward ipad mag get right go path wire path
7360,Google expected to release new uber social sharing at #sxsw : Circles. your thoughts? {link},Positive emotion,0,google expect release new uber social sharing circle thought link
7361,Just stopped at the pop up Apple store.....lame!z!  Come on Apple you can still cut the weight in half. #sxsw,Negative emotion,1,stop pop apple storelamez come apple still cut weight half
7367,@mention Peter Cashmore on the iPad 2: it's only a minor improvement. Not worth it unless you have money to burn. #SXSW,Negative emotion,1,peter cashmore ipad minor improvement worth money burn
7370,"Verizon IPhone at #SXSW = 5 bars, baby.  Suck on that, AT&amp;T!",Positive emotion,0,verizon iphone bar baby suck atampt
7371,Awesome iPhone cases for @mention here at #sxsw!,Positive emotion,0,awesome iphone case
7372,Awesome iPhone charging lockers at the registrant's lounge  #sxsw {link},Positive emotion,0,awesome iphone charge locker registrant lounge link
7373,Getting iPhone juiced by the #Sonos team at #sxsw next to Apple store in Austin gotta love it {link},Positive emotion,0,get iphone juiced team apple store austin get ta love link
7374,Wow. My iPhone just dropped off the side of the Iron Cactus balcony AND THE SCREEN DIDN'T SHATTER! Amazing. #SXSW #fb,Positive emotion,0,wow iphone drop side iron cactus balcony screen didnt shatter amaze
7382,Lightbox Photos Wants To Be Your New Android Camera App {link} #SXSW,Positive emotion,0,lightbox photo want new android camera app link
7385,It was a plane full of Gogglers! And it was Google marketer who told a friend he liked community reading newspapers brings!  #sxsw,Positive emotion,0,plane full gogglers google marketer tell friend like community read newspaper brings
7394,"Damn!  Apple knows how to do it like no other:  Before It Even Begins, Apple WinsåÊSXSW {link} via @mention #SXSW",Positive emotion,0,damn apple know even begin apple winssxsw link
7399,Smart. Apple opening pop-up in Austin for #SXSW {link}  Hope they stock up on extra battery chargers.  thx @mention,Positive emotion,0,smart apple open popup austin link hope stock extra battery charger thx
7400,smart! Apple opens a pop-up store in Austin so people in for #SXSW can get new iPads. bit.ly/i41H53 (via @mention @mention,Positive emotion,0,smart apple open popup store austin people get new ipads
7401,"About #Apple pop up store in #Austin for #sxsw.  When you can get peeps to line up at a store before it is finished, you have Brand Power.",Positive emotion,0,pop store get peeps line store finish brand power
7405,Ooooo #Apple rumored to be opening a temporary store at #SXSW {link},Positive emotion,0,ooooo rumor opening temporary store link
7407,"#tech #Apple saves #SXSW, set to open pop-up store: Despite having two other Austin, Texas, locations,... {link} #technology",Positive emotion,0,save set open popup store austin texas location link
7408,"Smart! Apple sets up 5,000-square-foot temporary store at #SXSW to sell new iPads, test potential traffic {link} $AAPL",Positive emotion,0,smart apple set temporary store sell new ipads test potential traffic link aapl
7410,At the Apple Store downtown. Apple should really keep this store open permanently. Convience and location. #sxsw,Positive emotion,0,apple store downtown apple really keep store open permanently convience location
7411,"At the Apple store that they literally built in just for the #SXSW conference!  @mention Apple Store, SXSW {link} #photo",Positive emotion,0,apple store literally build conference apple store sxsw link
7412,At the apple store with @mention he's buying an iPad...I guess this is what geeks do when they're drunk hahaha #sxsw,Positive emotion,0,apple store he buy ipadi guess geek theyre drunk hahaha
7416,Pop-up Apple store in Austin for 2 weeks during #sxsw - during time iPad2 ships. Great timing! {link},Positive emotion,0,popup apple store austin week time ship great timing link
7417,Pop-up Apple Store seems to be out of pop-up iPad2s. #SXSW,Negative emotion,1,popup apple store seem popup
7418,Pop-up Apple store still has a line around the block #sxsw,Positive emotion,0,popup apple store still line block
7420,"So the Apple store is a huge success already! Methinks the Live Music Capitol could use one fulltime, eh? #nudgenudge #appleATXdt #SXSW",Positive emotion,0,apple store huge success already methinks live music capitol use fulltime eh
7424,"Sweet, Apple's opening a pop-up shop in the Scarbrough Building on Congress for the iPad 2 - {link} /via @mention #sxsw",Positive emotion,0,sweet apple open popup shop building congress ipad link
7429,An Apple pop-up store at #SXSW?  There goes my impulse control. j.mp/i41H53,Positive emotion,0,apple popup store go impulse control
7435,New blog post: ipad2 giveaway: {link} #actors #diet #sxsw,Positive emotion,0,new blog post giveaway link
7439,Planzai app featuring the official British Music schedule now on android market! {link} #sxsw,Positive emotion,0,planzai app feature official british music schedule android market link
7440,Google tipped to launch social network today at #sxsw called Circles {link},Positive emotion,0,google tip launch social network today call circle link
7442,Smart. #Apple creates pop-up store at #SXSW to peddle the iPad 2. - The #iPad 2 Takes Over SXSW [VIDEO] {link},Positive emotion,0,smart create popup store peddle ipad take sxsw video link
7444,Clearly Apple has another daylight savings time bug with the iPhone 4 alarm. Also need to remember to fix my room's clocks. Whoops. #SXSW,Negative emotion,1,clearly apple daylight saving time iphone alarm also need remember fix room clock whoop
7445,"Nice... Apple made a lots of sells, I am sure! - RT @mention Apple Popup Store at #SXSW {link}",Positive emotion,0,nice apple make lot sell sure rt apple popup store link
7446,"{link}  Apple opens up a Temp store #SXSW just because both the events start on the same day, good work Apple !",Positive emotion,0,link apple open temp store event start day good work apple
7447,Add the Apple Pop-up Shop to your #SXSW @mention To-Do list -&gt; {link},Positive emotion,0,add apple popup shop todo list gt link
7448,Why the Apple pop-up shop at #SxSW sucks: {link},Negative emotion,1,apple popup shop suck link
7451,pop up #apple store at #sxsw = pure genius.  international crowd will stock up before they go home..,Positive emotion,0,pop store pure genius international crowd stock go home
7453,Ughhh...Apple Store Austin at the Domain rain out of 3G iPads in first 25 minutes right before I got in #iPad2 #SXSW,Negative emotion,1,ughhhapple store austin domain rain ipads first minute right get
7455,I think apple us winning #sxsw. Just a sea of silver white and glass,Positive emotion,0,think apple win sea silver white glass
7456,"Cunning Apple, keeping the #iPad2 popup store open late next to #sxsw parties for impulsive late night purchases. No regrets here...",Positive emotion,0,cunning apple keep popup store open late next party impulsive late night purchase regret
7457,I &lt;3 Apple! RT @mention Apple opened a pop-up store in Austin so nerds in town for #SXSW can get new iPads {link},Positive emotion,0,apple rt apple open popup store austin nerd town get new ipads link
7459,iOS app approval disrupts the continuous dev flow.  Android has been the preferred platform to fine tune and experiment #sxsw #groupchatapps,Positive emotion,0,io app approval disrupts continuous dev flow android preferred platform fine tune experiment
7460,All LBS apps on my iPhone think I am in Orlando :)) ! I guess I have 2 check in at Disney vs #SXSW :)),Negative emotion,1,lbs apps iphone think guess check disney v
7461,Android apps to survive SXSW 2011: {link} (by @mention #sxsw,Positive emotion,0,android apps survive sxsw link
7462,I'm so happy this exist! Going to try and do the whole #sxsw trip w/o a laptop. iPhone &amp; iPad only.  {link},Positive emotion,0,im happy exist go try whole trip laptop iphone amp ipad link
7463,Updated NPR Music iPhone app has song info for All Songs 24/7 &amp; live video streaming just in time for #SXSW {link},Positive emotion,0,update npr music iphone app song info song amp live video stream time link
7465,Attended preso on living simply #100tc at #sxswi #sxsw and felt a bit guilty taking notes on a new #iPad,Negative emotion,1,attend preso live simply felt bit guilty take note new
7466,@mention Prob going to hit the temp Apple Store they are setting up near #SxSW...nice of Apple to do that: {link},Positive emotion,0,prob go hit temp apple store set near nice apple link
7471,#sxsw #sxprotect  {link} is the Google Doc to get all the relevant links from this panel,Positive emotion,0,link google doc get relevant link panel
7478,"google maps 5.0 - guys, this will be huge!!!! google and marissa mayer #sxsw",Positive emotion,0,google map guy huge google marissa mayer
7479,"Google Maps 5.2 demo Renders very quickly, 3D buildings and landscapes included in the basic maps. #MarissaGoogle #sxsw",Positive emotion,0,google map demo render quickly building landscape include basic map
7480,"Google Maps are so useful, how can it get any better? #sxsw",Positive emotion,0,google map useful get good
7483,Google maps for mobile 5.2 looks awesome.#sxsw,Positive emotion,0,google map mobile look awesome
7484,Google Maps Has 150 Million Mobile Users? THat's what Marissa Mayer claims at  #SXSW - {link},Positive emotion,0,google map mobile user thats marissa mayer claim link
7485,Google maps has 150 million users. 40 percent of Google Maps users are mobile #sxsw,Positive emotion,0,google map user percent google map user mobile
7486,"Google Maps mobile is going 3D in the next release, looks awesome.  #sxsw",Positive emotion,0,google map go next release look awesome
7488,Google maps mobile route options saves users 2 yrs of time. Every day. #SXSW,Positive emotion,0,google map route option save user yrs time day
7489,Google maps navigation + street view and 3d buildings is awesome #MarissaGoogle #sxsw,Positive emotion,0,google map navigation street view building awesome
7491,Google maps route around traffic is saving users 2 years of time every day @mention #sxsw,Positive emotion,0,google map route traffic save user year time day
7492,Google Maps Street View car sighting!!! #SXSW   {link},Positive emotion,0,google map street view car sighting link
7493,Google Maps Street View car sighting!!! #SXSW  {link},Positive emotion,0,google map street view car sighting link
7496,#sxsw peeps who want an iPad2: {link}  Brilliant.  Real?,Positive emotion,0,peep want link brilliant real
7498,Google maps/traffic view has saved people 2-years of time. #sxsw,Positive emotion,0,google mapstraffic view save people time
7503,@mention putting a gun to @mention head. Give me your iPhone! #SXSW {link},Positive emotion,0,put gun head give iphone link
7504,"@mention Putting an pop up apple store at #sxsw is so smart, talk about understanding your demo's needs!",Positive emotion,0,put pop apple store smart talk understand demo need
7507,Apple is quarter of the music industry and 70% of all digital sales #touchingstories #tbwasxsw #sxsw,Positive emotion,0,apple quarter music industry digital sale
7508,"Come by Aquent Booth 1413 at #SXSW to learn about internetonlinewebsite.com, meet us &amp; enter to win an iPad 2!",Positive emotion,0,come aquent booth learn internetonlinewebsitecom meet amp enter win ipad
7512,Ipad 2 acquired thanks to @mention perserverance. 1 vote for husband of the year. Check #sxsw,Positive emotion,0,ipad acquire thanks perserverance vote year check
7513,Playing &quot;People Are People&quot; at the Google #SXSW party!!! Depeche Mode FTW!!!,Positive emotion,0,play quotpeople peoplequot google party depeche mode ftw
7516,Apple...&quot;the classiest fascist company in America&quot; Kara Swisher #sxsw,Negative emotion,1,applequotthe classy fascist company americaquot kara swisher
7519,"Get it for #sxsw , folks. It's #prettycool #chevysxsw RT @mention Update for iPhone Retrollect users is available. Now with more awesome!",Positive emotion,0,get folk rt update iphone retrollect user available awesome
7524,Questioner at #sxsw just said &quot;Thanks and I'm a big fan&quot; to Google's @mention which caused her to giggle and audience to laugh.,Positive emotion,0,questioner say quotthanks im big fanquot google cause giggle audience laugh
7526,I've never been surrounded by so many #iPhone users! I keep think it's my phone that's ringing! #sxsw,Positive emotion,0,ive never surround many user keep think phone thats ring
7527,[SoftLayer Blog] SoftLayer #SxSW Server Challenge - Video - {link} äÁ Have you tried it yet? An iPad 2 could be yours!,Positive emotion,0,softlayer blog softlayer server challenge video link try yet ipad
7528,"Is twitter broken? Or is it my iPad. Can't follow the SXSW hash right now. Wow, that might be my nerdiest tweet yet. #tmsxsw #SXSW.",Negative emotion,1,twitter break ipad cant follow sxsw hash right wow nerdiest tweet yet
7530,#spiltbeer consequences of drunk techies #sxsw let's see what android has to offer compared to this.,Positive emotion,0,consequence drunk techie let see android offer compare
7531,Watch your ears! RT @mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,Positive emotion,0,watch ear rt ill austin convention center today w fam show new iphone game
7532,"Okay, fair enough lining up for new tech, but not at the cost of #sxsw... It is so much better than a new iPad... {link}",Negative emotion,1,okay fair enough line new tech cost much well new ipad link
7537,"I'll never forget this March 2011 weekend: Japan earthquake, iPad 2 and my first South by Southwest #SxSW. Memolane that y'all!",Positive emotion,0,ill never forget march weekend japan earthquake ipad first south southwest memolane yall
7538,Hipster or hobo? Only way to tell is the iPhone. #sxsw,Positive emotion,0,hipster hobo way tell iphone
7539,It's clear I will never be cool at #SXSW because I am without an iPad. And I'm generally not cool. Doubly handicapped,Positive emotion,0,clear never cool ipad im generally cool doubly handicap
7540,"Headed for iPad Design Headaches (2 Tablets, Call in the Morning) #SXSW {link}",Negative emotion,1,head ipad design headache tablet call morning link
7541,Design for iPad is like a design 101 class. Will someone give a talk and assume that we didn't all ditch our previous experience #sxsw,Negative emotion,1,design ipad design class someone give talk didnt ditch previous experience
7548,#sxsw #csr reporting: Janecek: Microsoft gives $ to charity. Apple gives nothing. Everyone in room has iPhone. What drives that decision?,Negative emotion,1,report janecek microsoft give charity apple give nothing everyone room iphone drive decision
7550,Thanks for the free drinks Google!  #sxsw (@mention Speakeasy w/ 47 others) {link},Positive emotion,0,thanks free drink google speakeasy w others link
7551,Days later there's still a line out the door at the #SXSW apple store for the iPad2.  {link},Positive emotion,0,day later there still line door apple store link
7552,I can hear those ipad 2 nutters ipading away even now. Such is life in the techno hipster Mecca. #SXSW,Negative emotion,1,hear ipad nutter ipading away even life techno hipster mecca
7553,Seated for Turkey Bowl; Armadillo &amp; Kill List Sxxpress passes acquired; now if I could only buy an iPad. #SXSW,Positive emotion,0,seat turkey bowl armadillo amp kill list sxxpress pass acquire buy ipad
7554,wow! major win for you! ÛÏ@mention traded the Xoom I won at the JS party for the iPad 2 @mention won #sxsw #winwin #winning #tigerbloodÛ,Positive emotion,0,wow major win trade xoom j party ipad
7555,"&quot;O frabjous day ! Callooh ! Callay !Û_[Baaah!?]&quot;ÛÓLewis
 Carroll ÷È crowd swarms for iPad 2 launch {link} via @mention #SXSW",Positive emotion,0,quoto frabjous day callooh callay baaahquotlewis carroll crowd swarm ipad launch link
7561,"Apps distract pubs, sez Khoi Vinh. Instead of focusing on reader exp, they're delivering same content 3 ways. #SXSW  {link}",Negative emotion,1,apps distract pub sez khoi vinh instead focus reader exp theyre deliver content way link
7562,"SXSW Interactive: GoogleÛªs Mobile Future, &amp; Elusive Û÷Power of HereÛª - @mention @mention - #sxsw #google #mobile - {link}",Positive emotion,0,sxsw interactive google mobile future amp elusive power link
7563,"Congrats Radical Media, Google, Arcade Fire for #sxsw best in show: Wilderness Downtown!",Positive emotion,0,congrats radical medium google arcade fire best show wilderness downtown
7566,How frustrating is it that Zeldman autocorrects to Zelda on the iPhone? #jzsxsw #sxsw,Negative emotion,1,frustrate zeldman autocorrects iphone
7572,Google Circles at #sxsw whoooooo {link},Positive emotion,0,google circle whoooooo link
7575,Google Circles is (not) a real thing and will (not) be launched today at #sxsw {link},Negative emotion,1,google circle real thing launch today link
7589,"Google Circles, if as described another good move as a product but too late?{link} #sxsw (via @mention",Positive emotion,0,google circle describe good move product latelink
7591,Google Circles?  #sxsw #orly?,Positive emotion,0,google circle
7601,"Dear Lanyrd -- you're site is awesome to use for #sxsw, but i wish you had an iphone app!",Positive emotion,0,dear lanyrd youre site awesome use wish iphone app
7604,apple store #sxsw line is moving at the front. these fruit basket imacs better be worth it!,Positive emotion,0,apple store line move front fruit basket imacs well worth
7605,#Foursquare + #Gowalla updating to V3.0; just in time for #SXSW.  Gowalla def stepped it up w/ their new #Android UI.,Positive emotion,0,updating time gowalla def step w new ui
7614,"Apple store coming 2 Austin for SXSW.   RT: &quot;@mention Before It Even Begins, Apple Wins #SXSW {link} on @mention",Positive emotion,0,apple store come austin sxsw rt quot even begin apple win link
7620,ÛÏFoursquare for bands&quot; just in time for #SXSW {link},Positive emotion,0,foursquare bandsquot time link
7622,Temperature going up :) RT @mention @mention  @mention &amp;  @mention having fun at #google [pic] #SXSW {link},Positive emotion,0,temperature go rt amp fun pic link
7624,Apple Store has had a line down the block all week long at #sxsw amazing,Positive emotion,0,apple store line block week long amazing
7628,Apple Store is buzzing: {link} - RT @mention Speaking of #sxsw: how about that #apple store on 6th and congress? Would...,Positive emotion,0,apple store buzz link rt speak store congress
7629,&quot;There is no other explanation for Apple's continued survival than the existence of God&quot; #GuyKawasaki #sxsw,Negative emotion,1,quotthere explanation apple continue survival existence godquot
7631,"Apple store peeps come running, high-fiving all in line. Open any sec? Enuf for all us chumps? #SXSW #ipad2 {link}",Positive emotion,0,apple store peep come run highfiving line open sec enuf chump link
7633,#papasangre producers new audio experience iPhone awesomeness #nightjar looks (or rather sounds) amazing. #sxsw,Positive emotion,0,producer new audio experience iphone awesomeness look rather sound amazing
7637,"Papa Sangre, an immersive audio game for IPhone, is free today. Highly recommended. #PapaSangre #SxSW",Positive emotion,0,papa sangre immersive audio game iphone free today highly recommend
7638,"@mention re:new features of google maps,ex:ability to see inside amazing museums and be able to zoom to the brushstroke #SXSW #LoveHer",Positive emotion,0,renew feature google mapsexability see amaze museum able zoom brushstroke
7639,"I was there. It was nuts. RT @mention iPad 2 in hand, awesome dude gave me cutsies on a 3 hour line. #austin #apple #sxsw #winning",Positive emotion,0,nut rt ipad hand awesome dude give cutsies hour line
7640,Whoa! There's a dude in front of me using Google Wave! #sxsw #xplat,Positive emotion,0,whoa there dude front use google wave
7641,&quot;There's a reason why Google isn't in social -- they are too technical.&quot; #sxsw #comments,Negative emotion,1,quottheres reason google isnt social technicalquot
7644,"Enough already .... ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",Negative emotion,1,enough already google launch major new social network call circle possibly today link
7645,people already lining up on the #sxsw #apple store at 6th and Congress. Festival promises to be much more attracting than that!,Positive emotion,0,people already line store congress festival promise much attract
7646,#sxflip breaking(?) iPhone version of Flipboard is ther next product #sxsw yay!,Positive emotion,0,break iphone version flipboard next product yay
7647,@mention really disappointed with the iPad app - lots of error messages have to switch to tweet deck for the rest of #sxsw,Negative emotion,1,really disappointed ipad app lot error message switch tweet deck rest
7653,Pick Up Great Unlockable Deals by Checking Into Places on Google Latitude [Apps] {link} #GoogleBlog #SXSW #VIP,Positive emotion,0,pick great unlockable deal check place google latitude apps link
7657,"just ordered my ipad 2 and am excited to be at #SXSW, but it all seems silly with what's happening in japan right now.",Positive emotion,0,order ipad excite seem silly whats happen japan right
7659,Score a free imo tshirt outside the SXSW Apple store today at 2:15 PM &amp; check out imo's app for the iPad 2  {link} #sxsw #ipad2,Positive emotion,0,score free imo tshirt sxsw apple store today pm amp check imos app ipad link
7663,Farmers prefer Balckberries over iPhones and Andriod devices. More durable? Anti-Apple feelings?  #mobilefarm #sxsw,Negative emotion,1,farmer prefer balckberries iphones andriod device durable antiapple feeling
7664,#iPad therefore I am.  What is the line like at the #Apple Store near #SXSW in Austin?  send pics!,Positive emotion,0,therefore line store austin send pic
7667,Horrible repressed memories of the Apple spinning beach ball coming back at the #progressbar talk. #sxsw,Negative emotion,1,horrible repressed memory apple spin beach ball come back talk
7671,@mention Respectfully disagree about the iphone. Battery life is a problem and it isn't as ubiquitous as it seems. #project314 #sxsw,Negative emotion,1,respectfully disagree iphone battery life problem isnt ubiquitous seem
7674,Very interesting. RT @mention Apple to Open Pop-Up Shop at SXSW {link} #sxsw #sxswi #popupshop #apple,Positive emotion,0,interest rt apple open popup shop sxsw link
7675,"adaptive retail -- apple to open pop-up shop at #sxsw. skillfully done, cupertino: {link}",Positive emotion,0,adaptive retail apple open popup shop skillfully do cupertino link
7677,"#sxsw   Tried 2 days with iPAD, w/o MacBook Pro.  the experiment is over. I heart a real keyboard.",Negative emotion,1,tried day ipad macbook pro experiment heart real keyboard
7680,Google (tries again) to launch a new social network called Circles: {link} #sxsw @mention #310409H2011,Negative emotion,1,google try launch new social network call circle link
7684,#Google Crisis Response has a site up w/ good info on Japanese earthquake/tsunami: {link} #SXSW #SXSWi,Positive emotion,0,crisis response site w good info japanese earthquaketsunami link
7687,During Marissa Mayer's presentation at #SXSW they did  a demo of Google maps version 5.2 on mobile and it was pretty impressive.,Positive emotion,0,marissa mayer presentation demo google map version pretty impressive
7689,Even security guards in Austin enjoy iPad time. #SXSW (cc @mention {link},Positive emotion,0,even security guard austin enjoy ipad time cc link
7694,Social marketing experts at #SXSW: Everyone has to face facts &amp; admit that Apple again showed everyone how marketing is done. #CNET,Positive emotion,0,social marketing expert everyone face facts amp admit apple show everyone marketing do
7695,Need a Workspace?  Book it from your #iPhone {link} @mention #app #SXSW #virtualoffice,Positive emotion,0,need workspace book link
7696,Thanks girl! RT @mention Congrats to @mention on winning the last @mention #iPad case for her boyfriend aw :) #SXSW #cbatsxsw,Positive emotion,0,thanks girl rt congrats win last case boyfriend aw
7698,"On the Early #nerdbird to #SXSW - get @mention iPhone app. Share photos of airport people. Like people of Wal-Mart, but at airports!",Positive emotion,0,early get iphone app share photos airport people people walmart airport
7701,False Alarm: Google Circles Not Coming NowÛÒand Probably Not Ever? - {link} #Google #Circles #Social #SXSW,Negative emotion,1,false alarm google circle come nowand probably ever link
7708,iPad 2 turned into giant camera looks plain stupid #sxsw,Negative emotion,1,ipad turn giant camera look plain stupid
7709,Cool Internet art: Google will eat itself. Google ads revenue used  to buy google stock. #sxsw,Positive emotion,0,cool internet art google eat google ad revenue use buy google stock
7711,Great Intro to #saveustechies #sxsw: VIDEO: the Surui Carbon Project from Google Earth Engine {link},Positive emotion,0,great intro video surui carbon project google earth engine link
7714,#sxsw Android users: we're proud of you.,Positive emotion,0,android user proud
7716,Hot Pot from Google for mobile maps is a 'very' interesting new app. #sxsw #sxswi,Positive emotion,0,hot pot google mobile map interest new app
7717,Learned from sponsored #sxsw software: 1) Austin = nice walking city; 2) Mapquest = piece of shit mapping software. (go Google Maps!) #fb,Positive emotion,0,learn sponsor software austin nice walk city mapquest piece shit mapping software go google map
7719,#SXSW impromptu Apple store line is about 2 blocks long!  {link},Positive emotion,0,impromptu apple store line block long link
7723,driving around austin on google street view scoping out locations. from my desk. #sxsw,Positive emotion,0,drive austin google street view scoping location desk
7724,Rumours around Google Circles have been proven to be untrue. There was no announcement at #SXSW in Austin Texas. There must be something!,Positive emotion,0,rumour google circle proven untrue announcement austin texas something
7725,Playing around with the @mention #iPhone #app.  It's awesome.  Will be using it a lot at #SXSW,Positive emotion,0,play around awesome use lot
7726,Why is #GroupMe not available in Canada for iPhone users? #SXSW - Would love to check it out.,Negative emotion,1,available canada iphone user love check
7727,@mention Route around traffic is saving Google Maps users 2 years everyday #sxsw,Positive emotion,0,route traffic save google map user year everyday
7728,Google's route around traffic function saves users 2 years EVERY DAY. Good for future? ÛÓ Marissa Mayer at #sxsw,Positive emotion,0,google route traffic function save user year day good future marissa mayer
7730,Android growing super fast. At Lustre Pearl - Team Android party for @mention @mention @mention just walked in. #androidsxsw #sxsw,Positive emotion,0,android grow super fast lustre pearl team android party walk
7731,Happily drowning in a sea of apple macs and monster energy drink #SXSW,Positive emotion,0,happily drown sea apple mac monster energy drink
7732,Got my morphie iphone case in time for #SXSW! Good news =  &gt;power  + &lt;anxiety. Bad news = barely fits in my hand.,Positive emotion,0,get morphie iphone case time good news gtpower ltanxiety bad news barely fit hand
7737,#SXSW goers want to sell your iPad so you can buy a new one? Give me a shout. #iPad,Positive emotion,0,goer want sell ipad buy new give shout
7739,iPhone version of flipboard hopefully out this summer #sxflip #sxsw,Positive emotion,0,iphone version flipboard hopefully summer
7740,#SXSW #personalcloud Google 'create great design principles' for great tips,Positive emotion,0,google create great design principles great tip
7741,SXSW: Foursquare updates its merchant platform with new ÛÏSpecialsÛ {link} #Android #FlashSpecial #free #iPhone #SXSW,Positive emotion,0,sxsw foursquare update merchant platform new special link
7742,"On the first day of #SXSW, the #iPad2 launch stole a lot of the thunder. {link}",Positive emotion,0,first day launch stole lot thunder link
7745,@mention RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Positive emotion,0,rt apple open temporary store downtown austin ipad launch link
7747,@mention RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW Now with picture!  {link} {link},Positive emotion,0,rt confirm apple store week popup austin picture link link
7759,@mention RT @mention Want a free juice pack air for iphone 4? At #SXSW? WeÛªll be giving away 5 at a 2b-announced location. Stay tuned!,Positive emotion,0,rt want free juice pack air iphone well give location stay tune
7761,#BooYah! RT @mention @mention Just synced my #iPad2 and full of Apple joy #SXSW ;),Positive emotion,0,rt sync full apple joy
7762,#BooYah! RT @mention &lt;---- Guess who won an iPad at the #unsix tweetup? Thanks to @mention &amp; @mention #sxsw #happydance,Positive emotion,0,rt lt guess ipad tweetup thanks amp
7765,Awesome! RT @mention #sxsw with @mention Come check out @mention and get your FREE custom iphone case @mention grill,Positive emotion,0,awesome rt come check get free custom iphone case grill
7766,Awesome! RT @mention Apple's temporary megastore at #SXSW could be model for future conferences/events: {link},Positive emotion,0,awesome rt apple temporary megastore model future conferencesevents link
7769,Awesome! RT @mention Heading to Austin for #SXSW? The Austin LP guide for #iPhone is free for a limited time {link},Positive emotion,0,awesome rt head austin austin lp guide free limited time link
7771,Awesome! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Positive emotion,0,awesome rt yes gowalla win best andoid app team android choice award thanks
7775,Niceness RT @mention Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,Positive emotion,0,niceness rt less hour announce detail ipad giveaway
7776,Oh no... RT @mention CONFIRMED: New iPad 3 coming this September - {link} #Apple #iPhone #iPad #sxsw,Positive emotion,0,rt confirm new ipad come september link
7777,Or Droid RT @mention Has spontaniety in life been replaced by technology? When your iPhone battery dies you go home. Great ?  #sxsw,Negative emotion,1,droid rt spontaniety life replace technology iphone battery die go home great
7780,So cool! RT @mention Updated NPR Music iPhone app song info 4 All Songs 24/7 &amp; live video streaming in time 4 #SXSW {link},Positive emotion,0,cool rt update npr music iphone app song info song amp live video stream time link
7781,"So true: RT @mention &amp; @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",Positive emotion,0,true rt amp quotgoogle tweetquot new quotthink speakquot mark belinsky panel
7784,Sweet :) RT @mention Bday pressie for myself: iPhone 4. @mention got a matching one. Now we can fit in with hipsters #sxsw this wkd ;),Positive emotion,0,sweet rt bday iphone get match fit hipster wkd
7788,Google earth engine are providing tech to indigenous tribes to report on statuses of forests. This is more like it #saveustechies #sxsw,Positive emotion,0,google earth engine provide tech indigenous tribe report statuses forest
7789,Which smartphone rules #sxsw?  Definitely the iPhone 4.  96% of Apple smartphone I've eyeballed are the iP4,Positive emotion,0,smartphone rule definitely iphone apple smartphone ive eyeball
7795,"Google Party is at GSD&amp;M (Google Map it). #SXSW badge gets u in. Free food, drinks, music. Big place. No line. Great party. Come!",Positive emotion,0,google party gsdampm google map badge get u free food drink music big place line great party come
7796,"Google party, don't think they are checking for badges if you say your on list. Free food and booze. #frood #sxsw CC @mention",Positive emotion,0,google party dont think check badge say list free food booze cc
7797,Google party! #sxsw (@mention GSD&amp;M w/ 157 others) {link},Positive emotion,0,google party gsdampm w others link
7798,Google party. Photo booth fun. #SXSW {link},Positive emotion,0,google party photo fun link
7800,"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. {link} {link}",Positive emotion,0,rumor google preview big social strategy costume party yep link link
7804,"Yes, the rumors are true. Come play with @mention on iPad at our booth at #SXSW, exhibit hall 3. #iPad #iPad2 (Under the giant &quot;O&quot;)",Positive emotion,0,yes rumor true come play ipad exhibit hall giant quotoquot
7809,Will I survive #SXSW will only 1.6 gigs of space left on my iPhone? We shall see.,Negative emotion,1,survive gig space leave iphone see
7810,A #browserwars panel without Apple is like a #sxsw without parties.,Positive emotion,0,panel apple party
7814,"#blackberry users must feel like such losers here at #sxsw. clearly. #iphone crowd, baby.",Positive emotion,0,user feel loser clearly crowd baby
7818,Guess everyone wanted to design ipad apps for their mom #sxsw,Negative emotion,1,guess everyone want design ipad apps mom
7820,10 minutes 'til Marissa Mayer from google takes the stage #sxsw,Positive emotion,0,minute til marissa mayer google take stage
7821,Check this @mention RT @mention 10:30 AM line at Apple pop-up store in Austin. It opens at 5 PM. #sxsw {link},Positive emotion,0,check rt line apple popup store austin open pm link
7823,Don't miss @mention presentation in #CircusMash at 2 PM! Filmaster Mobile for iPhone is to be officially launched! #SXSW,Positive emotion,0,dont miss presentation pm filmaster iphone officially launch
7825,Watch this @mention #sxsw - #ecademy @mention {link} &gt;&gt; fascinating &amp; so true about maps saving itme - lots of it,Positive emotion,0,watch link gtgt fascinate amp true map save itme lot
